subject activity timeDomainBodyAccelerometerMeanX timeDomainBodyAccelerometerMeanY timeDomainBodyAccelerometerMeanZ timeDomainBodyAccelerometerStandardDeviationX timeDomainBodyAccelerometerStandardDeviationY timeDomainBodyAccelerometerStandardDeviationZ timeDomainGravityAccelerometerMeanX timeDomainGravityAccelerometerMeanY timeDomainGravityAccelerometerMeanZ timeDomainGravityAccelerometerStandardDeviationX timeDomainGravityAccelerometerStandardDeviationY timeDomainGravityAccelerometerStandardDeviationZ timeDomainBodyAccelerometerJerkMeanX timeDomainBodyAccelerometerJerkMeanY timeDomainBodyAccelerometerJerkMeanZ timeDomainBodyAccelerometerJerkStandardDeviationX timeDomainBodyAccelerometerJerkStandardDeviationY timeDomainBodyAccelerometerJerkStandardDeviationZ timeDomainBodyGyroscopeMeanX timeDomainBodyGyroscopeMeanY timeDomainBodyGyroscopeMeanZ timeDomainBodyGyroscopeStandardDeviationX timeDomainBodyGyroscopeStandardDeviationY timeDomainBodyGyroscopeStandardDeviationZ timeDomainBodyGyroscopeJerkMeanX timeDomainBodyGyroscopeJerkMeanY timeDomainBodyGyroscopeJerkMeanZ timeDomainBodyGyroscopeJerkStandardDeviationX timeDomainBodyGyroscopeJerkStandardDeviationY timeDomainBodyGyroscopeJerkStandardDeviationZ timeDomainBodyAccelerometerMagnitudeMean timeDomainBodyAccelerometerMagnitudeStandardDeviation timeDomainGravityAccelerometerMagnitudeMean timeDomainGravityAccelerometerMagnitudeStandardDeviation timeDomainBodyAccelerometerJerkMagnitudeMean timeDomainBodyAccelerometerJerkMagnitudeStandardDeviation timeDomainBodyGyroscopeMagnitudeMean timeDomainBodyGyroscopeMagnitudeStandardDeviation timeDomainBodyGyroscopeJerkMagnitudeMean timeDomainBodyGyroscopeJerkMagnitudeStandardDeviation frequencyDomainBodyAccelerometerMeanX frequencyDomainBodyAccelerometerMeanY frequencyDomainBodyAccelerometerMeanZ frequencyDomainBodyAccelerometerStandardDeviationX frequencyDomainBodyAccelerometerStandardDeviationY frequencyDomainBodyAccelerometerStandardDeviationZ frequencyDomainBodyAccelerometerMeanFrequencyX frequencyDomainBodyAccelerometerMeanFrequencyY frequencyDomainBodyAccelerometerMeanFrequencyZ frequencyDomainBodyAccelerometerJerkMeanX frequencyDomainBodyAccelerometerJerkMeanY frequencyDomainBodyAccelerometerJerkMeanZ frequencyDomainBodyAccelerometerJerkStandardDeviationX frequencyDomainBodyAccelerometerJerkStandardDeviationY frequencyDomainBodyAccelerometerJerkStandardDeviationZ frequencyDomainBodyAccelerometerJerkMeanFrequencyX frequencyDomainBodyAccelerometerJerkMeanFrequencyY frequencyDomainBodyAccelerometerJerkMeanFrequencyZ frequencyDomainBodyGyroscopeMeanX frequencyDomainBodyGyroscopeMeanY frequencyDomainBodyGyroscopeMeanZ frequencyDomainBodyGyroscopeStandardDeviationX frequencyDomainBodyGyroscopeStandardDeviationY frequencyDomainBodyGyroscopeStandardDeviationZ frequencyDomainBodyGyroscopeMeanFrequencyX frequencyDomainBodyGyroscopeMeanFrequencyY frequencyDomainBodyGyroscopeMeanFrequencyZ frequencyDomainBodyAccelerometerMagnitudeMean frequencyDomainBodyAccelerometerMagnitudeStandardDeviation frequencyDomainBodyAccelerometerMagnitudeMeanFrequency frequencyDomainBodyAccelerometerJerkMagnitudeMean frequencyDomainBodyAccelerometerJerkMagnitudeStandardDeviation frequencyDomainBodyAccelerometerJerkMagnitudeMeanFrequency frequencyDomainBodyGyroscopeMagnitudeMean frequencyDomainBodyGyroscopeMagnitudeStandardDeviation frequencyDomainBodyGyroscopeMagnitudeMeanFrequency frequencyDomainBodyGyroscopeJerkMagnitudeMean frequencyDomainBodyGyroscopeJerkMagnitudeStandardDeviation frequencyDomainBodyGyroscopeJerkMagnitudeMeanFrequency
11 NA -0.0191272531933228 -0.108941761642405 -0.58947649779557 -0.490379346996835 -0.665324314227848 -0.612553586231013 0.0527387028613924 0.140209861246835 -0.975394457689873 -0.957138770727848 -0.956812000411392 -0.976401508702532 0.0078044254343038 -0.00657424975259494 -0.659323083055063 -0.608784226719937 -0.842511816044304 -0.651189163466456 -0.0582275770813291 0.087284109682356 -0.739922126628797 -0.703501766487342 -0.725016008797468 -0.747934291772152 -0.0493914065474684 -0.0480140167267405 -0.781738140601266 -0.868377254082279 -0.795490882468354 -0.776484565031646 -0.612882270912658 -0.65225979087269 -0.612882270912658 -0.65225979087269 -0.664241760370253 -0.677164678227848 -0.696771378957911 -0.665705948169937 -0.866905012626582 -0.872242503101266 -0.531455265662532 -0.750026145791139 -0.579491754749367 -0.502570240243354 -0.652095671108544 -0.576242878949051 0.0318551463759494 0.0502783009075316 -0.180603748345348 -0.632374688606013 -0.825559590221519 -0.672195644346519 -0.609444998247785 -0.858259630601266 -0.617363508528038 -0.242572597206013 -0.0992296316156962 -0.294642557510886 -0.776852868955696 -0.708842979272152 -0.751758277167721 -0.670892713066772 -0.75596062835443 -0.710187197547468 -0.181778028186076 -0.0810951668035443 -0.203724480994304 -0.674470159009494 -0.61113147297 -0.421028733102848 -0.676925075857595 -0.645297019398734 -0.295289334471456 -0.711267219682278 -0.703739070449367 -0.257406425979747 -0.879254016740506 -0.857653404588608 -0.401847918382595
12 NA -0.018337204411489 -0.106649116775 -0.583962207065 -0.522040023435 -0.699293531365625 -0.613368757200625 0.029976775735 0.0330295544910625 -0.96738343446875 -0.9605729084375 -0.9468085636875 -0.96821422871875 0.0053115377979375 0.0003081123684 -0.582418267596875 -0.571359817082031 -0.79262193625 -0.589899801431875 -0.0592027333975 0.0960742146838125 -0.727881704983125 -0.73506282621875 -0.671057678528125 -0.738675908665625 -0.043678823491875 -0.0574585039485312 -0.709726149496875 -0.8112325993125 -0.749351860259375 -0.71545165977125 -0.5743864944925 -0.637055189890625 -0.5743864944925 -0.637055189890625 -0.566365683597188 -0.595506604237813 -0.68485805678325 -0.6522284343375 -0.7863865328125 -0.798684895933656 -0.523287078731563 -0.7266403145 -0.586922577889687 -0.553076639139062 -0.709983235125 -0.552274146675331 0.0444598424159375 0.0689109866546875 -0.218313649851125 -0.591296422972219 -0.7754265825625 -0.602960063359688 -0.579168053712969 -0.80858300040625 -0.52256784538625 -0.204694170128437 -0.097564019993875 -0.34499259272875 -0.74479814778125 -0.657369914584375 -0.750393858303125 -0.7334567315 -0.70823315425 -0.69110167153 -0.107309871566031 -0.064849391596875 -0.223544744641125 -0.65053328158 -0.586137832058438 -0.334038485472006 -0.571614888155312 -0.553300305932813 -0.215474047610312 -0.719438065809375 -0.7025479608 -0.296070159740312 -0.7973614576875 -0.782831584375 -0.231608061193156
13 NA -0.0176504796070948 -0.109135285550765 -0.624844460199083 -0.448816097853364 -0.587230562129052 -0.649847857647401 -0.0420858101162079 0.0443010536786239 -0.967268063455658 -0.953540716850153 -0.938727880275229 -0.968063376391437 0.00387961953328135 -0.0123485923641621 -0.638889532599083 -0.569700547488012 -0.728452966311927 -0.630429616360245 -0.0616613787494801 0.098866059686422 -0.715109859672783 -0.645728612088685 -0.643337285033639 -0.715504134525994 -0.0440836605146789 -0.0582718748712538 -0.715772980189602 -0.718988591831804 -0.712716428498471 -0.716614491023853 -0.597230982062691 -0.643769661699083 -0.597230982062691 -0.643769661699083 -0.610248540269939 -0.626949544043425 -0.636364939544342 -0.60661184231315 -0.712056186747706 -0.736552110281346 -0.493467193137125 -0.629736258731804 -0.620602036452599 -0.462584458627829 -0.599036895271407 -0.604455351307706 -0.0348311463927523 0.0487260271941896 -0.0965810475412844 -0.603340489937615 -0.710831730361468 -0.649606227431844 -0.562129866937645 -0.744823539571865 -0.592353994799694 -0.238328546685321 -0.120605488176024 -0.286696751014373 -0.647152817899388 -0.620471226529052 -0.734657989051988 -0.650623558847401 -0.685774481529052 -0.677452340334557 -0.0806130190608563 -0.00505036969339144 -0.063134360434159 -0.665344858593272 -0.601400641333945 -0.323740875231804 -0.617075473106453 -0.601976416722324 -0.256254811115596 -0.691915161336391 -0.665276549993884 -0.257651515938838 -0.733183567759939 -0.714028598046789 -0.195446599794924
14 NA -0.0162548178510526 -0.100985935692074 -0.611671118216099 -0.374730765205077 -0.29354271467452 -0.645693876989474 -0.111701388781115 -0.161179728291022 -0.941245714736842 -0.942377305312693 -0.915927846160991 -0.941851317894737 0.00443682723817957 -0.00253044692473994 -0.641964198633003 -0.586459622773684 -0.656855586102105 -0.635854723604334 -0.0954921154823529 0.0606712446996904 -0.728661379340557 -0.398959362766099 -0.364478192502167 -0.73379267834644 -0.0433200489340217 -0.0450693836894427 -0.7862917325387 -0.6979155314613 -0.638299064788854 -0.781335187770898 -0.474058613408978 -0.530603100381115 -0.474058613408978 -0.530603100381115 -0.605144269857245 -0.622171678475542 -0.471486714606811 -0.430399029508421 -0.727023009383901 -0.746030461151703 -0.455237617000929 -0.440650672343653 -0.609406374110062 -0.376829989404644 -0.275013722171486 -0.584647425990588 -0.15308350824613 -0.107844299474303 -0.126733331977368 -0.598699531399381 -0.618712162187307 -0.661460356953251 -0.60215894382322 -0.694424996467802 -0.600606911353622 -0.305355379229102 -0.239200679844272 -0.311667450093808 -0.50463317018839 -0.42391821438452 -0.740052209854489 -0.348864187370186 -0.407672097170898 -0.698724757559319 -0.345434763249536 -0.212818474897214 -0.129304275939628 -0.548269930770588 -0.465897520339319 -0.320893575086378 -0.619215144539319 -0.596159230888545 -0.241361884508978 -0.516930495917399 -0.472411118383282 -0.262710890737152 -0.760560087962848 -0.714324306708359 -0.407310016959752
15 NA -0.016464484771311 -0.112563587594512 -0.556541173089329 -0.481679537956006 -0.705706623868902 -0.586357074003659 0.102660491875 0.0372897701757012 -0.968733398628049 -0.956369493993902 -0.947240058048781 -0.969502496707317 0.00489392052706402 -0.00440993190077744 -0.624055782158537 -0.594312678045091 -0.825820881576219 -0.621804100527134 -0.075878845519878 0.0906658516 -0.696859473045732 -0.708779069191463 -0.721826987530488 -0.700177816570122 -0.0441270690182012 -0.0555645456881098 -0.731382711036585 -0.853956592073171 -0.795626198384146 -0.722000018969512 -0.557147874176037 -0.609607516408537 -0.557147874176037 -0.609607516408537 -0.625660376546646 -0.644372913760976 -0.675336960047866 -0.643730062546341 -0.837120078079268 -0.844410028536585 -0.507735205778384 -0.741745724698171 -0.547150855443902 -0.501568435233384 -0.711431340356707 -0.530532474037805 0.0505085375937378 0.0424519595017988 -0.223830110308232 -0.609408057377744 -0.805543465588415 -0.637655155092835 -0.605854882622652 -0.845111060762195 -0.582330972143293 -0.197408729697561 -0.0737834470521341 -0.321657909276372 -0.760711411006098 -0.711194539920732 -0.709336168176829 -0.684504735744512 -0.751696527195122 -0.664839439979573 -0.222137469043902 -0.0579760577340244 -0.175199887695396 -0.623655618198171 -0.552883219002134 -0.374418091928354 -0.643101167069512 -0.601852127144421 -0.361923531631372 -0.695346839682927 -0.679506928091463 -0.255751668243872 -0.849634463841463 -0.830522893445122 -0.353096848540884
16 NA -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 -0.603819902386066 -0.680066570957104 -0.0605235993797814 0.0402075536234973 -0.971156432131148 -0.964727519945355 -0.945294028639344 -0.97171713226776 0.00884018328270219 -0.00143730005564208 -0.72786174352459 -0.735080198043716 -0.767873049380055 -0.718441561557104 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.810124133715847 -0.737629967961749 -0.802467384726776 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.86957312057377 -0.837039926065574 -0.855412061994536 -0.661719690491803 -0.699957737467896 -0.661719690491803 -0.699957737467896 -0.719647028238525 -0.728732724302459 -0.78482286579235 -0.762891832765027 -0.87480016568306 -0.884748427431694 -0.671572147098798 -0.660989948160437 -0.656969045058415 -0.661844530506831 -0.605646725307104 -0.66907369413388 -0.0276434719766667 0.0278234635724863 -0.0749707682189344 -0.748627001551913 -0.752302172079235 -0.73477673661306 -0.738434398105465 -0.782089515344262 -0.699604807571858 -0.194511969031749 -0.170592442202459 -0.252634145591202 -0.815962130027322 -0.756286641721311 -0.804991831502732 -0.809421448142077 -0.756993640724044 -0.786263666666667 -0.158018408842896 -0.0538946293731967 -0.0650565410420765 -0.712680990765301 -0.66546354270082 -0.325456881804918 -0.729869398769672 -0.705114133098798 -0.364786392393544 -0.802078223409836 -0.798630584398907 -0.25054257693582 -0.886533212213115 -0.87160137420765 -0.385110781958197
17 NA -0.0175416045074728 -0.109199853130082 -0.608455243870734 -0.567005319464348 -0.660582755619022 -0.62794980569837 -0.013734698125 -0.0177042428953804 -0.971771652907609 -0.958810046467391 -0.949039213831522 -0.972215230108696 0.00848949673339674 0.00270288011005435 -0.682603096154891 -0.668693821044565 -0.813339560652174 -0.671323717583424 -0.082710926198038 0.077025064375462 -0.759011119945652 -0.764867040625 -0.720741038680163 -0.7566226495875 -0.039171944702962 -0.0508496510874185 -0.788387981630435 -0.825988662771739 -0.808251302907609 -0.788863693451087 -0.636074477703533 -0.672685093613044 -0.636074477703533 -0.672685093613044 -0.693946394750815 -0.701210921239402 -0.750145260967391 -0.720511409836956 -0.825255969701087 -0.831884149619565 -0.601741376260245 -0.718947424896739 -0.59351017342337 -0.576930056063587 -0.656622932009511 -0.59292792320288 0.00529992922366848 0.00755635803706522 -0.139925504931277 -0.694754837788043 -0.802528785896739 -0.67654494089212 -0.663158393238587 -0.822801747581522 -0.642121859909783 -0.161634762970163 -0.162384817735924 -0.252967228236114 -0.774745258994565 -0.726857840652174 -0.770057225710326 -0.761335243695652 -0.745101477910326 -0.736439446171196 -0.106778297950136 -0.0322664579146196 -0.0383763955601359 -0.687536943227717 -0.630608035993206 -0.264306071217391 -0.692595778979891 -0.677898994133967 -0.348617357375462 -0.782232494673913 -0.763153003288043 -0.195591915705543 -0.833701023152174 -0.826350848206522 -0.320332941852717
18 NA -0.0172831546595266 -0.108112251068681 -0.694616884972527 -0.627117507326923 -0.701596039615385 -0.721061079148352 -0.01578199625 0.0899901746593407 -0.980138675796703 -0.969542030412088 -0.959434177692308 -0.980647803681319 0.0128850449171841 0.000848545124184616 -0.734644450054945 -0.732969175274725 -0.847257765851648 -0.734502850576923 -0.0678200104982143 0.0908402866868132 -0.804533729046703 -0.777361713653846 -0.745612483131868 -0.806252878269231 -0.044169186546978 -0.0568482569002198 -0.842893477884615 -0.884050472967033 -0.83861466293956 -0.835209351813187 -0.689671890376374 -0.736649378269231 -0.689671890376374 -0.736649378269231 -0.745212812708791 -0.754164659725275 -0.775779058758242 -0.755018552093407 -0.88856533728022 -0.894950670796703 -0.663659666593407 -0.761229192087912 -0.687850549203297 -0.632838238002747 -0.694874090513736 -0.678063351315934 0.0142017941035714 0.0023794571910467 -0.184101133465934 -0.744113444532967 -0.833032083021978 -0.742517893708791 -0.739197834642857 -0.860168954615385 -0.70044059081044 -0.211800163516401 -0.123235904056044 -0.270556641314286 -0.816385880247253 -0.755926770686813 -0.812175241332418 -0.759665554340659 -0.766381665384615 -0.790638115879121 -0.245477245070522 -0.0890927881274725 -0.146302390659011 -0.733904051236264 -0.683011809137363 -0.430793774040742 -0.750189976318681 -0.733854246758242 -0.338980437939286 -0.789777674554945 -0.787409741236264 -0.286519394321217 -0.902206780607143 -0.885889922450549 -0.447548973698901
19 NA -0.0182031515710306 -0.118277180099383 -0.574658922919194 -0.507035084992639 -0.649184726556944 -0.593921961070556 0.0964052626666667 0.233011401195083 -0.958290447861111 -0.95925383425 -0.94180028475 -0.959132665444444 0.0115812421960876 -0.00186198850195833 -0.571088266146083 -0.571311190432222 -0.705342976190833 -0.561745408185333 -0.0681420603177778 0.0883609591559167 -0.637789914575556 -0.643866300560306 -0.645682212189167 -0.6428496976225 -0.0383208736670278 -0.0569649444286944 -0.618836206634444 -0.725991380623889 -0.686684583831583 -0.610714801219444 -0.599552767486306 -0.645296832013889 -0.599552767486306 -0.645296832013889 -0.601918552871944 -0.620491800404722 -0.610093380740278 -0.565082077982778 -0.7255986988425 -0.736559485201389 -0.521888076609778 -0.647026298284028 -0.5708979748225 -0.530901585022361 -0.680291382637222 -0.56533461959075 0.0703873634217222 0.160383893888278 -0.0179965029097222 -0.596694943936944 -0.680924493180556 -0.586910128980833 -0.572596722878 -0.728521901498861 -0.522768417406514 -0.160787596137611 0.00225579910068611 -0.338198906241667 -0.641337299817778 -0.602625307818389 -0.666071315599889 -0.650105402347778 -0.694729075491667 -0.588664067848333 -0.19629760694 -0.0415013769106389 -0.272426041147139 -0.689860920113889 -0.6091861077375 -0.353611130345889 -0.641089005857778 -0.591532905053611 -0.412591186648611 -0.662325968145833 -0.641544574866139 -0.231171898442389 -0.754223739441667 -0.727398252752778 -0.300974448653333
20 NA -0.0175912993773164 -0.108029145824294 -0.60484669490339 -0.369336706508757 -0.634787346548023 -0.629864434955085 -0.0373059475847458 0.10723075947935 -0.958201862627119 -0.952506793418079 -0.940981537502825 -0.958907815 0.00220928707107345 -0.00450611895602542 -0.627098830685593 -0.527174601581921 -0.747362572898305 -0.624483551797345 -0.0789448418069209 0.0856280628860452 -0.684586332415254 -0.573677383024548 -0.52727797039661 -0.693333621117232 -0.0414356124141243 -0.0543001277610169 -0.698354145936441 -0.684280685533898 -0.636715878557062 -0.701094908570622 -0.572325820319209 -0.625972598314972 -0.572325820319209 -0.625972598314972 -0.588644307467599 -0.61382298651483 -0.580023613494576 -0.545173872094096 -0.683503744537853 -0.711990487683616 -0.426398722000395 -0.665006945724294 -0.60314894923565 -0.381534028764124 -0.647515612457627 -0.56829980771226 -0.0114411446707345 0.0779615448683983 -0.255533300532203 -0.557791286001412 -0.732835648957627 -0.634710081102825 -0.525907610282373 -0.760509114748588 -0.573878459720056 -0.295851375876469 -0.173772101164407 -0.324004573275141 -0.591039733449633 -0.518444509491525 -0.704481841200565 -0.567588605842655 -0.575002191142655 -0.638708236831045 -0.197281081362486 -0.138316973455706 -0.238468868883616 -0.648306198707062 -0.575270377385028 -0.365052844306497 -0.597351046813729 -0.565690163580508 -0.296245342533051 -0.635816314618644 -0.589346756452514 -0.353809811749435 -0.694680032329943 -0.666680724551158 -0.258070936866427
21 NA -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.565585190336299 -0.669621813176471 -0.688824771703431 -0.0750963071446078 0.0321851774362745 -0.965586634460784 -0.969330818455882 -0.953093993308823 -0.966131985 0.00350107553584853 -0.010659072671299 -0.699763344205784 -0.66515912310562 -0.78182390148299 -0.699729324315417 -0.0784719736838971 0.0861212668362745 -0.79617228689951 -0.765057760637255 -0.701642028499559 -0.796149222306373 -0.0408236141863333 -0.0533861046416422 -0.792483156720588 -0.815859336004902 -0.812017312181373 -0.791772327110294 -0.6601960145 -0.702038530336275 -0.6601960145 -0.702038530336275 -0.680069218953922 -0.696476833539216 -0.761303119652451 -0.736910379269608 -0.82408989995098 -0.834179866887255 -0.59377821414902 -0.707713799021814 -0.665349663426471 -0.578748586831863 -0.675588192778676 -0.670321498833333 0.0412761403403333 0.0495520452825172 -0.0326106472380147 -0.678615118728922 -0.767351986555392 -0.709800728388235 -0.674102360655147 -0.794922813673627 -0.66365899936152 -0.161814485722304 -0.112817222676985 -0.337629219127549 -0.759325714811275 -0.709471420465686 -0.811026710110294 -0.771388318823529 -0.728319304730637 -0.768278191764706 -0.18645796643924 -0.0228851873218137 -0.213280948229902 -0.714345739215931 -0.67025730825 -0.304360556404902 -0.683725127418382 -0.677440071079412 -0.320205557737255 -0.793158526279412 -0.778689109460784 -0.274587919859657 -0.834949863259804 -0.82691166247549 -0.309331651280686
22 NA -0.0168273604077383 -0.108670376782866 -0.546089975548692 -0.491188426241526 -0.65508967878972 -0.554144731795016 0.0315098683115265 0.23588786398215 -0.95850446411215 -0.957323093436449 -0.939081026109034 -0.959137860093458 0.0152572466619626 -0.0072287329753271 -0.584963756862305 -0.560470117123364 -0.760468444299065 -0.571054426223427 -0.0949661116922118 0.0812406584647975 -0.695919202960436 -0.784052281090343 -0.654458016208723 -0.699422531143302 -0.0384616223750156 -0.0582144293519003 -0.708898710199377 -0.859924419844237 -0.742272774987539 -0.710703258245171 -0.595953853592586 -0.644195157757352 -0.595953853592586 -0.644195157757352 -0.589823140414673 -0.607691286266978 -0.67637856158162 -0.64135899574704 -0.82649344800623 -0.833476884485981 -0.508172778206231 -0.687320961149533 -0.528958812567601 -0.51558097336324 -0.665516999699377 -0.584066715714642 0.0371992326304984 0.0806295666361371 -0.00127276319096573 -0.574318114038941 -0.739701808286604 -0.602457991412617 -0.576391814080349 -0.780252702647975 -0.548459748666729 -0.178425080835514 -0.0467691789252336 -0.310285494420249 -0.79139974588785 -0.643363339819315 -0.714977903442368 -0.782046079563863 -0.690679448900312 -0.659455187294393 -0.200741314631402 -0.0516302487909034 -0.215530472224922 -0.673896212809346 -0.621229482337072 -0.286348240412773 -0.599286879114019 -0.582984189101651 -0.21200592378162 -0.699600086233645 -0.694349992708411 -0.188408642009377 -0.835597218255452 -0.833810748535826 -0.165095394904019
23 NA -0.019589258786828 -0.109093982385242 -0.622594039757258 -0.532078546615699 -0.450557203409946 -0.653234529713441 0.0146209197354839 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.934236146612903 -0.965489280107527 0.0200470964972984 -0.000717680881887096 -0.608183751830914 -0.61898123051828 -0.603048769571532 -0.604276378627366 -0.0825972963754032 0.074694942324328 -0.755738625241935 -0.500338191139785 -0.609683451821774 -0.76267415043172 -0.0432722741798387 -0.0621959093526344 -0.728692138333333 -0.546043593651882 -0.740518145887097 -0.727274080322581 -0.56557562579215 -0.62047291206336 -0.56557562579215 -0.62047291206336 -0.55872531418629 -0.585563449426747 -0.541949073660753 -0.525195236885753 -0.573942888021613 -0.616930525452151 -0.548483208943548 -0.49021281618414 -0.633839114436559 -0.554471679592177 -0.474767543716048 -0.580321771663978 0.0297877248998253 0.0899843792518548 -0.130973933475269 -0.628231338392742 -0.578870810235484 -0.635054351475538 -0.636977610060753 -0.627540367652688 -0.558705561466129 -0.124670179855 -0.112528879362903 -0.355910043845699 -0.497783811010484 -0.617685416736559 -0.779197054064516 -0.50785054741371 -0.644131036807258 -0.722362592096774 -0.0592724696043011 -0.0229424899271505 -0.157341492208898 -0.657048917971505 -0.575294672095699 -0.360081910851075 -0.583832309145968 -0.544368112505108 -0.371401751152688 -0.632288527203763 -0.590237735962849 -0.327796216804651 -0.593735302105376 -0.555698971374462 -0.291037440113172
24 NA -0.0176822460103885 -0.107914503687664 -0.675459176298425 -0.582490655185302 -0.636497458900262 -0.696740172598425 0.0729509702152231 0.0623227714146982 -0.975329699658793 -0.96089816664042 -0.955724566194226 -0.975985638818898 0.00396900308574016 -0.00700960558805774 -0.74030054488189 -0.685979796261942 -0.736374232574803 -0.737155460393701 -0.0782440202677165 0.0841740375981627 -0.776199049939633 -0.763365457296588 -0.708251676335958 -0.779106252674541 -0.0390749421383202 -0.0552987683401575 -0.764490030609974 -0.792718702440945 -0.796816516614173 -0.769594911763779 -0.650862147810236 -0.702763036317585 -0.650862147810236 -0.702763036317585 -0.689391189346457 -0.702475000992651 -0.742983126606299 -0.718512684918635 -0.788997850813648 -0.805462840682415 -0.611509042586877 -0.65585899482231 -0.664356691751496 -0.594676790059055 -0.655360521446194 -0.670700258858268 -0.0176079240963255 0.0812580797481102 -0.0285881175178478 -0.703641614506562 -0.719655747391076 -0.751378154304462 -0.688280461860892 -0.751628687821522 -0.710048696209974 -0.23113163252252 -0.13977119240315 -0.314901909006667 -0.753710479580053 -0.70948857687664 -0.794063529133858 -0.771969808976378 -0.735749934304462 -0.744398266527559 -0.0975347609866142 -0.0556407394121785 -0.248050091519528 -0.705928425819685 -0.646705541604987 -0.338609690556772 -0.682447145993307 -0.684913328133858 -0.232085879629134 -0.782076276167979 -0.762374278792651 -0.317890619602362 -0.796157264514436 -0.789933493412074 -0.237734591820997
25 WALKING 0.53581987 -0.75752588 -0.934471 0.49344599 -0.53657977 -0.94225336 0.58161292 0.71165689 -0.3691157 0.73429269 0.12903332 -0.36786516 -0.70810948 0.14120644 -0.96244625 -0.92408151 -0.95169545 -0.95863097 -0.080224098 0.08096562 -0.75316777 -0.87743546 -0.70666319 -0.75245118 -0.080110286 -0.272355 -0.94521609 -0.9502674 -0.95108868 -0.94032302 0.16072139 0.14374824 0.16072139 0.14374824 -0.95168145 -0.95624443 -0.77545185 -0.72435834 -0.96147979 -0.96406968 0.0887519 -0.78107242 -0.93309506 0.5774878 -0.47146723 -0.9290017 -0.11527886 -0.42693728 -0.22776907 -0.92909266 -0.94471689 -0.96619033 -0.92343344 -0.95737466 -0.95619781 -0.70069519 -0.45204309 -0.50813462 -0.89676503 -0.67554135 -0.76195425 -0.86757005 -0.74430165 -0.76596729 -0.32241566 0.084984263 0.21522307 0.12752705 -0.076380744 0.40351546 -0.95914429 -0.94951017 -0.52459034 -0.7560457 -0.82293466 0.43571447 -0.96991304 -0.96229073 -0.6460451
25 NA -0.0206828192033824 -0.108041048507353 -0.715729717786765 -0.53393296458701 -0.647366433095588 -0.735605356512255 0.0458502094754902 0.238068122182672 -0.951440869264706 -0.905097058857843 -0.883157123968137 -0.952606535196078 0.00813755408669118 -0.0107176239786544 -0.796417411593137 -0.722008854191176 -0.860446279534314 -0.795316025637255 -0.0839093645895833 0.0994056937449265 -0.682960314404412 -0.751954213161765 -0.747510090171569 -0.683574766193627 -0.0388876865919118 -0.0550469067332843 -0.768249792745098 -0.902511317720588 -0.831556412352941 -0.765833796004902 -0.661024664669118 -0.702196829362745 -0.661024664669118 -0.702196829362745 -0.7800321875 -0.788929796421569 -0.684931473456618 -0.648683013874914 -0.872558773651961 -0.879713788284314 -0.601715882529412 -0.738405627794118 -0.704665178311765 -0.531776790654412 -0.630613748967892 -0.714987991441176 -0.108633869268284 -0.0735862709654902 -0.0774314048888726 -0.740108247671569 -0.849271486642157 -0.807324099730392 -0.721213242661765 -0.870328689877451 -0.772627226151961 -0.346886292643309 -0.235177188015368 -0.324644292145098 -0.812928813553922 -0.747006946102941 -0.690223100159314 -0.723231531617647 -0.771274878308824 -0.656138480226716 -0.349212449708554 -0.135679259468015 -0.0935164706828407 -0.697384828176471 -0.665583456256863 -0.305716711309804 -0.783116844803922 -0.776978886004902 -0.221909359222059 -0.697068922867647 -0.692165097095588 -0.211100081267892 -0.877488977990196 -0.863736662720588 -0.301111407820196
26 NA -0.0161687277463495 -0.107637894928571 -0.623101031168367 -0.585967142418112 -0.70498062744898 -0.654028546174235 0.10870478277551 0.234107010472449 -0.96781789994898 -0.959713562227041 -0.955643363545918 -0.969098804693878 0.00767709978181122 -0.00724891943768878 -0.682815652993112 -0.678386582086227 -0.778349460841837 -0.682132775740306 -0.0827415060904082 0.0917853294044643 -0.766673970339286 -0.800675471045918 -0.703347205619898 -0.770474036337245 -0.040476400288852 -0.0558282743354031 -0.732321370690816 -0.836112175331633 -0.773101524821429 -0.728075675556122 -0.620355788665816 -0.665278213711225 -0.620355788665816 -0.665278213711225 -0.677426336392347 -0.69016812980824 -0.751833690215051 -0.724754596521939 -0.818279112908163 -0.829670716173469 -0.610425833240306 -0.724046087155612 -0.61349959767602 -0.600274809826275 -0.718490475765306 -0.612522716134949 0.0360382137913265 0.142429401875406 -0.0814148656748469 -0.696726473912755 -0.76956529125 -0.694314518927551 -0.6803580612 -0.78604912494898 -0.649097075655357 -0.168914575347832 -0.0850462848380867 -0.312419499565816 -0.799353075357143 -0.689404846813776 -0.78740310059949 -0.803635337372449 -0.735942384438775 -0.724299581281378 -0.0997774465610969 0.00293652401732143 -0.283534666948724 -0.673917799546684 -0.62020388346148 -0.341354817446658 -0.678025758312755 -0.666760193982653 -0.333091896246173 -0.782624320831633 -0.761548390408163 -0.264927533619668 -0.823991408418367 -0.813221434923469 -0.287864655621429
